variable_name,value_value,value_label,avail_from_dt,table_name
ECHTEL00,2,No,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0A,-1,Not applicable,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0A,0,No,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0A,1,Yes,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0B,-1,Not applicable,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0B,0,No,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0B,1,Yes,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0C,-1,Not applicable,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0C,0,No,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0C,1,Yes,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0D,-1,Not applicable,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0D,0,No,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0D,1,Yes,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0E,-1,Not applicable,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0E,0,No,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0E,1,Yes,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0F,-1,Not applicable,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0F,0,No,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0F,1,Yes,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0G,-1,Not applicable,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0G,0,No,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0G,1,Yes,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0H,-1,Not applicable,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0H,0,No,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0H,1,Yes,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0I,-1,Not applicable,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0I,0,No,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0I,1,Yes,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0J,-1,Not applicable,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
ECHTEX0J,0,No,2022-01-03 03:27:59.260,mcs5_cm_interview_v0001_20211101
