variable_name,value_value,value_label,avail_from_dt,table_name
w3HhID,-999,Missing HH grid,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3HhID,-91,Not applicable,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Newmember,-999,Missing HH grid,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Newmember,-91,Not applicable,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Newmember,1,Yes,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Newmember,2,No,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3SHGint,-999,Missing HH grid,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3SHGint,-92,Refusal,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3SHGint,-91,Not applicable,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3SHGint,-1,Don't know,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3SHGint,1,Yes,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3SHGint,2,No,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3SHGint,3,Other household member name recorded incorrectly at wave 1,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,-999,Missing HH grid,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,-92,Refusal,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,-91,Not applicable,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,-1,Don't know,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,1,Deceased,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,2,Separated,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,3,Divorced,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,4,Moved away for education,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,5,Moved away for work,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,6,Was in the household on a temporary basis,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,7,Young person has moved away,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3Ylft,9,Other answers,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3NRSdoin,-999,Missing HH grid,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
w3NRSdoin,-92,Refusal,2022-01-10 03:21:56.443,ns3_household_grid_v0001_20211101
