variable_name,variable_label,avail_from_dt,table_name
LLC_ID,None,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
samppsu,Sampling: School (primary sampling unit),2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
sampstratum,Sampling: Stratum,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W2toW3nrwt,Weight: Non-response weight from Wave 2 to Wave 3,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3finwt,Weight: W3 final weight (w2 final weight * w3 non-response weight),2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3mainres,HH: Main parent position,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3secores,HH: Second parent position,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3intmnthMP,MP- month of interview,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3intyearMP,MP- year of interview,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3pareveMP,MP: Whether self or partner have been to any parents' evenings or similar events at school,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3tmeetfMP,MP: Whether had any specially arranged meetings with teachers about YP's schooling,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3tspeakMP,MP: How often speak to YP's teachers about schooling,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3tspeak2MP,MP: Whether talked to teachers about what YP might do after Year 11,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3tstayMP,MP: Whether talked to teachers about YP staying on in education after Year 11,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3tstaydefMP,MP: Whether teacher though YP should stay on in education after Year 11,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3tappMP,MP: Whether talked to teachers about YP applying for a training place/apprenticeship after the end of Year 11,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3tappdefMP,MP: Whether teacher thought YP should apply for a training place/apprenticeship after the end of Year 11,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3schlifMP,MP: How  involved does MP personally feel in YP's school life,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu1MP,MP: Whether in the last twelve months MP has paid for private classes in subjects also taught at YP's school,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0a,MP: Which private lessons/ classes paid for (covered at school) - Maths,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0b,MP: Which private lessons/ classes paid for (covered at school) - English,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0c,MP: Which private lessons/ classes paid for (covered at school) - Languages,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0d,MP: Which private lessons/ classes paid for (covered at school) - Science,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0e,MP: Which private lessons/ classes paid for (covered at school) - Music,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0f,MP: Which private lessons/ classes paid for (covered at school) - Dance,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0g,MP: Which private lessons/ classes paid for (covered at school) - Drama,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0h,MP: Which private lessons/ classes paid for (covered at school) - Religious activity,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0i,MP: Which private lessons/ classes paid for (covered at school) - Sport,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0j,MP: Which private lessons/ classes paid for (covered at school) - Horse riding,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0k,MP: Which private lessons/ classes paid for (covered at school) - Other answers,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu2MP0l,MP: Which private lessons/ classes paid for (covered at school) - Don't know,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu3MP,MP: Frequency of additional private lessons for YP over last 12 months,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu4MP,MP: Whether paid for any private lessons in supplementary subjects for YP,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu5MP0a,MP: Which private lessons/ classes paid for (NOT covered at school) - Music,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu5MP0b,MP: Which private lessons/ classes paid for (NOT covered at school) - Dance,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu5MP0c,MP: Which private lessons/ classes paid for (NOT covered at school) - Languages,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu5MP0d,MP: Which private lessons/ classes paid for (NOT covered at school) - Speech and/or drama,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu5MP0e,MP: Which private lessons/ classes paid for (NOT covered at school) - Religious activity,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
W3extrtu5MP0f,MP: Which private lessons/ classes paid for (NOT covered at school) - Sport,2022-01-10 03:34:51.160,ns3_parental_attitudes_v0001_20211101
