variable_name,variable_label,avail_from_dt,table_name
LLC_ID,Cohort member anonymised ID for LLC,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
RELNO,sortkey: Loop ID,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RNRANY,Whether living with someone as a couple,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RSTM,When started living together - Month,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RSTY,When started living together - Year,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RSEX,Partner sex,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RDOBM,Partner date of birth - Month,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RDOBY,Partner date of birth - Year,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RAGE,Partner age,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RNOWMA,Whether married partner,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RWHMAM,Date of marriage - Month,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RWHMAY,Date of marriage - Year,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RSLIVE,Whether still live together as a couple,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RLIVPA,Whether lived with partner continuously,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RHWEND,Whether split up or partner died,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RENDM,When stopped living together - Month,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RENDY,When stopped living together - Year,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RDIVOR,Whether divorced,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RDIVM,When divorced - Month,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RDIVY,When divorced - Year,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
FF_H_NUM,HH grid person number,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
FF_H_PSLOT9,HH grid person swp9 slot,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
FF_H_GENDER,HH grid person sex,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
FF_H_REL,HH grid person relationship to CM,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
FF_H_ALIVE,Whether known to have died,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
FF_H_LIVE,Whether in household at last interview,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
FF_H_CPART,Whether current partner at last intervew,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
FF_H_UNF,HH grid person whether unfinished rel with CM,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
FF_H_DOBM,HH Grid person Date of birth - Month,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
FF_H_DOBY,HH Grid person Date of birth - Year,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
B10RCPREV,Whether previous partner,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
V3,None,2022-01-10 03:02:13.093,bcs10_relationships_v0001_20211101
