variable_name,variable_label,avail_from_dt,table_name
LLC_ID,Cohort member anonymised ID for LLC,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
GRIDID,sortkey: person position,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GSEX,HHgrid: person sex,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GDIED,HHgrid: whether household member had died,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GSLIVE,HHgrid: whether person living with CM at interview,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GRTOK,HHgrid: Person's relationship to CM,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GDIEDM,HHgrid: Date person died (if reported dead at this sweep) - month,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GDIEDY,HHgrid: Date person died (if reported dead at this sweep) - year,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GLEFTM,HHgrid: Date person last lived with CM (if reported left at this sweep)- month,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GLEFTY,HHgrid: Date person last lived with CM (if reported left at this sweep)- year,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GSTM,HHgrid: Date person started living with CM - month (new non-birth chd/partner),2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GSTY,HHgrid: Date person started living with CM - year (new non-birth chd/partner),2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GDOBM,HHgrid: Person date of birth - month,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GDOBY,HHgrid: Person date of birth - year,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GAGE,HHgrid: Person's age last birthday,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GCRLP,HHgrid: Whether child is current partner's own child,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
B10GCRLP2,HHgrid: Relationship of child to current partner,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
V3,None,2022-01-10 02:33:09.127,bcs10_persongrid_v0001_20211101
