variable_name,variable_label,avail_from_dt,table_name
LLC_ID,Cohort member anonymised ID for LLC,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car1,response to question 1,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car2,response to question 2,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car3,response to question 3,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car4,response to question 4,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car5,response to question 5,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car6,response to question 6,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car7,response to question 7,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car8,response to question 8,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car9,response to question 9,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car10,response to question 10,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car11,response to question 11,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car12,response to question 12,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car13,response to question 13,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car14,response to question 14,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car15,response to question 15,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car16,response to question 16,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car17,response to question 17,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car18,response to question 18,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car19,response to question 19,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car20,response to question 20,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car21,response to question 21,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car22,response to question 22,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car23,response to question 23,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car24,response to question 24,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car25,response to question 25,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car26,response to question 26,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car27,response to question 27,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car28,response to question 28,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car29,response to question 29,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car30,response to question 30,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car31,response to question 31,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car32,response to question 32,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car33,response to question 33,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car34,response to question 34,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car35,response to question 35,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car36,response to question 36,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car37,response to question 37,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car38,response to question 38,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car39,response to question 39,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car40,response to question 40,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car41,response to question 41,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car42,response to question 42,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car43,response to question 43,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car44,response to question 44,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car45,response to question 45,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car46,response to question 46,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car47,response to question 47,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car48,response to question 48,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car49,response to question 49,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car50,response to question 50,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car51,response to question 51,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car52,response to question 52,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car53,response to question 53,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car54,response to question 54,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car55,response to question 55,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car56,response to question 56,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car57,response to question 57,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car58,response to question 58,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car59,response to question 59,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
car60,response to question 60,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx1,derived variable from item response car1,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx2,derived variable from item response car2,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx3,derived variable from item response car3,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx4,derived variable from item response car4,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx5,derived variable from item response car5,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx6,derived variable from item response car6,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx7,derived variable from item response car7,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx8,derived variable from item response car8,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx9,derived variable from item response car9,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx10,derived variable from item response car10,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx11,derived variable from item response car11,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx12,derived variable from item response car12,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx13,derived variable from item response car13,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx14,derived variable from item response car14,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx15,derived variable from item response car15,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx16,derived variable from item response car16,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx17,derived variable from item response car17,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx18,derived variable from item response car18,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx19,derived variable from item response car19,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx20,derived variable from item response car20,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx21,derived variable from item response car21,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx22,derived variable from item response car22,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx23,derived variable from item response car23,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx24,derived variable from item response car24,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx25,derived variable from item response car25,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx26,derived variable from item response car26,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx27,derived variable from item response car27,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx28,derived variable from item response car28,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx29,derived variable from item response car29,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx30,derived variable from item response car30,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx31,derived variable from item response car31,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx32,derived variable from item response car32,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx33,derived variable from item response car33,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx34,derived variable from item response car34,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx35,derived variable from item response car35,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx36,derived variable from item response car36,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx37,derived variable from item response car37,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx38,derived variable from item response car38,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx39,derived variable from item response car39,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx40,derived variable from item response car40,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx41,derived variable from item response car41,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx42,derived variable from item response car42,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx43,derived variable from item response car43,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx44,derived variable from item response car44,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx45,derived variable from item response car45,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx46,derived variable from item response car46,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx47,derived variable from item response car47,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx48,derived variable from item response car48,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx49,derived variable from item response car49,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx50,derived variable from item response car50,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx51,derived variable from item response car51,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx52,derived variable from item response car52,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx53,derived variable from item response car53,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx54,derived variable from item response car54,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx55,derived variable from item response car55,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx56,derived variable from item response car56,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx57,derived variable from item response car57,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx58,derived variable from item response car58,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx59,derived variable from item response car59,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
carx60,derived variable from item response car60,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
mathscore,BCS70 16-year Arithmetic scores (out of 60),2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
mathincorrect,BCS70 16-year Arithmetic - no. incorrect scores,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
mathanswered,BCS70 16-year Arithmetic test - no. of questions attempted,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
V3,None,2022-01-10 05:14:59.817,bcs4_arithmetic_data_v0001_20211101
