table_name,variable_name,value_value,value_label,avail_from_dt
exceed_selfcompletion_questionnaire_v0002_20220302,sm7, 2, Less than 1 per day ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm7, 4, Do not know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm7, 5, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm10b,5, Usually,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm10b, 1, Usually,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm10b, 2, Usually,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm10b, 3, Usually,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm10b, 4, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm10f,1, Yes ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm10f, 2, No ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm10f, 3, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm11,1, Yes ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm11, 2, No ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm11, 3, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm12,1, At least 7 per week ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm12, 2, Less than 1 per day ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm12, 3, Do not know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm12, 4, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm14,1, Less than 5 minutes ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm14, 2, 5-15 minutes ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm14, 3, 15-30 minutes ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm14, 4, 30 minutes - 1 hour ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm14, 5, 1-2 hours ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm14, 6, Longer than 2 hours ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm14, 7, Do not know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm14, 8, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm15,1, Very easy ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm15, 2, Fairly easy ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm15, 3, Fairly difficult ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm15, 4, Very difficult ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm15, 5, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm16,1, Yes,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm16, 2, Yes,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm16, 3, No ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm16, 4, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm19,1, Nicotine replacement therapy ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm19, 2, Bupropion Hydrochloride (Zyban) ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm19, 3, Varenicline (Champix) ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm19, 4, Other ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm19, 5, None ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm19, 6, Do not know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm19, 7, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20,1, Nicopass lozenges ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 2, Nicopatch ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 3, Nicorette gum ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 4, Nicorette inhalator ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 5, Nicorette microtab ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 6, Nicorette nasal spray ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 7, Nicorette patches ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 8, Nicorette quickmist mouthspray ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 9, Nicotinell gum ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 10, Nicotinell lozenges ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 11, Nicotinell patches ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 12, NiQuitin gum ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 13, NiQuitin lozenges ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 14, NiQuitin patches ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 15, NicAssist gum ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 16, NicAssist ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 17, Translucent patches ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 18, Invisi patches ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 19, TTS patches Inhalators ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm20, 20, Other,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm21,1, More nowadays ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm21, 2, About the same ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm21, 3, Less nowadays ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm21, 4, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm22,1, Illness or ill health ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm22, 2, Doctor's advice ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm22, 3, Health precaution ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm22, 4, Financial reasons ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm22, 5, Smoking Ban in Public Places ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm22, 6, None of the above ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm22, 7, Do not know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm22, 8, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm24,1, Manufactured cigarettes with filters ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm24, 2, Manufactured cigarettes without filters ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm24, 3, Hand-rolled cigarettes ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm24, 4, Shisha (waterpipe) ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm24, 5, Cigars/Cigarillos ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm24, 6, Pipe ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm24, 7, None of the above ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm24, 8, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm25,1, At least 7 per week ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm25, 2, Less than 1 per day ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm25, 3, Do not know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm25, 4, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm28f,1, Yes ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm28f, 2, No ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm28f, 3, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm29,1, Yes ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm29, 2, No ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen2,1, Man ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen2, 2, Woman ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen2, 3, Other ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen2, 4, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen2b,1, Male ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen2b, 2, Female ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen2b, 3, Don't know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen2b, 4, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen3,1, England ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen3, 2, Wales ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen3, 3, Scotland ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen3, 4, Northern Ireland ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen3, 5, Republic of Ireland ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen3, 6, Elsewhere ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen3, 7, Do not know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen3, 8, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5,1, White British ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 2, Irish ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 3, Any other white background ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 4, Asian or Asian British ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 5, Indian ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 6, Pakistani ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 7, Bangladeshi ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 8, Chinese ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 9, Any other Asian background ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 10, Black or Black British ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 11, Black Caribbean ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 12, White and Black Caribbean ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 13, White and Black African ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 14, Any other mixed background ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 15, Other ethnic group ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 16, Do not know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen5, 17, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6,1, White British ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 2, Irish ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 3, Any other white background ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 4, Asian or Asian British ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 5, Indian ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 6, Pakistani ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 7, Bangladeshi ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 8, Chinese ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 9, Any other Asian background ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 10, Black or Black British ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 11, Black Caribbean ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 12, White and Black Caribbean ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 13, White and Black African ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 14, Any other mixed background ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 15, Other ethnic group ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 16, Do not know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen6, 17, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7,1, White British ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 2, Irish ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 3, Any other white background ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 4, Asian or Asian British ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 5, Indian ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 6, Pakistani ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 7, Bangladeshi ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 8, Chinese ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 9, Any other Asian background ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 10, Black or Black British ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 11, Black Caribbean ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 12, White and Black Caribbean ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 13, White and Black African ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 14, Any other mixed background ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 15, Other ethnic group ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 16, Do not know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gen7, 17, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm1,1, Yes,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm1, 2, Only occasionally ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm1, 3, No,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm1, 4, No,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm1, 5, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm2,1, 3 or more days/week ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm2, 2, 1-2 days/week ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm2, 3, Once per week ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm2, 4, Once per month ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm2, 5, Just tried once or twice ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm2, 6, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm3,1, Yes ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm3, 2, No ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm3, 3, Do not know ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm3, 4, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm6,1, Manufactured cigarettes with filters ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm6, 2, Manufactured cigarettes without filters ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm6, 3, Hand-rolled cigarettes ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm6, 4, Shisha (waterpipe) ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm6, 5, Cigars/Cigarillos ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm6, 6, Pipe ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm6, 7, Other ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm6, 8, Prefer not to answer,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,sm7,1, At least 7 per week ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 8, Ratby Surgery LE6 0JP ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 9, The Surgery Ashby de la Zouche LE65 1HS ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 10, Ashby Health Centre LE65 1HU ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 11, Hugglescote Surgery LE67 2BS ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 12, Coalville Health Centre LE67 3DX ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 13, The Surgery Whitwick Road Coalville LE67 3FA ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 14, The Family Practice LE67 4DE ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 15, Broom Leys Surgery LE67 4DE ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 16, Long Lane Surgery LE67 4DR ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 17, Whitwick Health Centre Dr E Hepplewhite LE67 5HX ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 18, Whitwick Health Centre Dr A Lewis LE67 5HX ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 19, Ibstock House Surgery LE67 6JP ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 20, Markfield Medical Centre LE67 9WU ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 21, Mahavir Medical Centre LE7 3QQ ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 22, Anstey Surgery LE7 7AZ ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 23, The Orchard Medical Practice LE9 6RG ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 24, Heath Lane Surgery LE9 7PB ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 25, Barwell & Hollycroft Medical Centre LE9 8HR ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 26, Desford Medical Centre LE9 9GR ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 27, Newbold Verdon Medical Practice LE9 9PZ ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 28, The Old School Surgery LE9 4LJ ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 29, Maples Family Medical Practice LE10 1DS ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 30, The Centre Surgery LE10 1DS ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 31, Castle Mead Medical Centre LE10 1DS ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 32, Station View Health Centre LE10 1UA ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 33, The Burbage Surgery LE10 2SE ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 34, Pinfold Gate Medical Practice LE11 1DQ ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 35, Woodbrook Medical Centre LE11 1NH ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 36, Bridge Street Medical Practice LE11 1NQ ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 37, Park View Surgery LE11 2AG ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 38, Medical Centre LE11 3TU ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 39, Dishley Grange Medical Practice LE11 4RZ ,2022-03-30 16:03:17.700
exceed_selfcompletion_questionnaire_v0002_20220302,gp1a, 40, The Surgery,2022-03-30 16:03:17.700
