table_name,variable_name,value_value,value_label,avail_from_dt
DemographicCore_v0001_20211101,s1_10f,0, Not at all ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s1_10f, 1, Several days ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s1_10f, 2, More thanhalf the days ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s1_10f, 3, Nearly every day ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s1_10f, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1,1, I cancelled my usual social activities ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 2, I didn't go to work ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 3, I didn't attend lectures (if a student) ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 4, I didn't go shopping for non-essential things ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 5, I didn't go to a grocery store or pharmacy ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 6, I didn't leave the house ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 7, I wore a face mask outside my home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 8, I tried to avoid physical contact with people ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 9, I followed handwashing recommendations ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 10, I used hand sanitizer more than usual ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 11, I followed coughing and sneezing recommendations ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 12, I used tissues more than usual ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 13, I wore gloves while going out of my home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 14, I avoided public transport ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 15, I avoided going to restaurants/bars/pubs ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 16, I avoided going for walks or exercise outside ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_1, 17, I avoided taking my children out of my home,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2d,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2d, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2e,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2e, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2f,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2f, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2g,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2g, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2h,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2h, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2v,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_2v, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4a_exceed,1, Yes ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4a_exceed, 0, No ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4a_exceed, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4a,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4a, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4b,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4b, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4c,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4c, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4d,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4d, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4e,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4e, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4f,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4f, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4g,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4g, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4h,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4h, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4i,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4i, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4j,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4j, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4k,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4k, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4l,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4l, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4m,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4m, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4n,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4n, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4o,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4o, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4p,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4p, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4q,1, Decreasedapplicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_4q, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_5,1, Yes ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_5, 0, No ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_5, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6a,1, Was going to a school/college in person ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6a, 2, Was enrolled on a distance learning course ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6a, 3, Was schooled at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6a, 0, Not applicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6a, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6b,1, Was going to a school/college in person ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6b, 2, Was enrolled on a distance learning course ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6b, 3, Was schooled at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6b, 0, Not applicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6b, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6c,1, Was going to a school/college in person ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6c, 2, Was enrolled on a distance learning course ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6c, 3, Was schooled at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6c, 0, Not applicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6c, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6d,1, Was going to a school/college in person ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6d, 2, Was enrolled on a distance learning course ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6d, 3, Was schooled at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6d, 0, Not applicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6d, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6e,1, Was going to a school/college in person ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6e, 2, Was enrolled on a distance learning course ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6e, 3, Was schooled at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6e, 0, Not applicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_6e, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7a,1, Still goes to a school/college in person ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7a, 2, Still enrolled on a distance learning course ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7a, 3, Now does work set by the school/college at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7a, 4, Still schooled at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7a, 0, Not applicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7a, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7b,1, Still goes to a school/college in person ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7b, 2, Still enrolled on a distance learning course ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7b, 3, Now does work set by the school/college at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7b, 4, Still schooled at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7b, 0, Not applicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7b, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7c,1, Still goes to a school/college in person ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7c, 2, Still enrolled on a distance learning course ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7c, 3, Now does work set by the school/college at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7c, 4, Still schooled at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7c, 0, Not applicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7c, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7d,1, Still goes to a school/college in person ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7d, 2, Still enrolled on a distance learning course ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7d, 3, Now does work set by the school/college at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7d, 4, Still schooled at home ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7d, 0, Not applicable ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7d, 99, Prefer not to answer,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7e,1, Still goes to a school/college in person ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7e, 2, Still enrolled on a distance learning course ,2022-03-30 16:03:16.333
DemographicCore_v0001_20211101,s2_7e, 3, Now does work set by the school/college at home ,2022-03-30 16:03:16.333
