,Source,Block Name,Variable Name,Variable Description,Value,Value Description
1165880,nhsd,CSDS_onward_referrals,orgid_provider,,,
1165881,nhsd,CSDS_onward_referrals,extractperiod_startdate,,,
1165882,nhsd,CSDS_onward_referrals,extractperiod_enddate,,,
1165883,nhsd,CSDS_onward_referrals,onward_referraldate,,,
1165884,nhsd,CSDS_onward_referrals,onward_referralreason,,,
1165885,nhsd,CSDS_onward_referrals,orgid_receiving,,,
1165886,nhsd,CSDS_onward_referrals,pseudo_unique_servicerequestid,,,
1165887,nhsd,CSDS_onward_referrals,cohortkey_e,,,
1165888,nhsd,CSDS_onward_referrals,nic_number,,,
1165889,nhsd,CSDS_onward_referrals,avail_from_dt,,,
1165890,nhsd,CSDS_onward_referrals,row_version,,,
