table_name,variable_name,value_value,value_label,avail_from_dt
SCID_v0002_20220302,appt,2,No,2022-03-24 23:13:46.343
SCID_v0002_20220302,appt,1,Yes,2022-03-24 23:13:46.343
SCID_v0002_20220302,current,,Flag,2022-03-24 23:13:46.343
SCID_v0002_20220302,diagnosed,2,No,2022-03-24 23:13:46.343
SCID_v0002_20220302,diagnosed,1,Yes,2022-03-24 23:13:46.343
SCID_v0002_20220302,episodes,,Episodes [99 = Don't Know],2022-03-24 23:13:46.343
SCID_v0002_20220302,filter,,Flag,2022-03-24 23:13:46.343
SCID_v0002_20220302,onset_age,,Years [99 = Don't Know],2022-03-24 23:13:46.343
SCID_v0002_20220302,problem,2,No,2022-03-24 23:13:46.343
SCID_v0002_20220302,problem,1,Yes,2022-03-24 23:13:46.343
SCID_v0002_20220302,reliability,2,Poor,2022-03-24 23:13:46.343
SCID_v0002_20220302,reliability,3,Fair,2022-03-24 23:13:46.343
SCID_v0002_20220302,reliability,4,Good,2022-03-24 23:13:46.343
SCID_v0002_20220302,reliability,5,Very Good,2022-03-24 23:13:46.343
SCID_v0002_20220302,reliability,1,Very Poor,2022-03-24 23:13:46.343
SCID_v0002_20220302,score4,2,Recurrent MDD,2022-03-24 23:13:46.343
SCID_v0002_20220302,score4,3,Bipolar,2022-03-24 23:13:46.343
SCID_v0002_20220302,score4,4,No major disorder,2022-03-24 23:13:46.343
SCID_v0002_20220302,score4,1,Single MDD,2022-03-24 23:13:46.343
SCID_v0002_20220302,status,2,Incomplete,2022-03-24 23:13:46.343
SCID_v0002_20220302,status,3,Refused,2022-03-24 23:13:46.343
SCID_v0002_20220302,status,1,Complete,2022-03-24 23:13:46.343
SCID_v0002_20220302,appt2,,timestamp,2022-03-24 23:13:46.343
