table_name,variable_name,value_value,value_label,avail_from_dt
COVIDLIFE2_v0001_20211101,S2_Childcare_LD8_4,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Childcare_LD9_1,0,No,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Childcare_LD9_1,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Childcare_LD9_2,0,No,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Childcare_LD9_2,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Childcare_LD9_3,0,No,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Childcare_LD9_3,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Childcare_LD9_4,0,No,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Childcare_LD9_4,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_ChildcareBefore_Other,0,No,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_ChildcareBefore_Other,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_ChildcareBefore_Part,0,No,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_ChildcareBefore_Part,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_ChildcareBefore_You,0,No,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_ChildcareBefore_You,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_ChildFTE,0,No,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_ChildFTE,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_ChildNumber,,"0(0) ,..., 15+(15)",2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Contact_Sympt,0,No ,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Contact_Sympt,1,Yes ,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Contact_Sympt,98,Prefer not to answer,2022-03-24 23:13:46.343
COVIDLIFE2_v0001_20211101,S2_Contact_Sympt,99,Don't know ,2022-03-24 23:13:46.343
