table_name,variable_name,variable_label,avail_from_dt
SCID_v0002_20220302,appt,Have you ever seen anybody for emotional or psychiatric problems?,2022-03-24 23:10:22.183
SCID_v0002_20220302,problem,Was there ever a time when you or someone else thought you should see someone because of the way you were feeling or acting?,2022-03-24 23:10:22.183
SCID_v0002_20220302,status,SCID interview completed,2022-03-24 23:10:22.183
SCID_v0002_20220302,diagnosed,Diagnosis given?,2022-03-24 23:10:22.183
SCID_v0002_20220302,score4,Major depressive disorder score,2022-03-24 23:10:22.183
SCID_v0002_20220302,current,Current major disorder,2022-03-24 23:10:22.183
SCID_v0002_20220302,onset_age,Age at onset of first episode,2022-03-24 23:10:22.183
SCID_v0002_20220302,episodes,CRF: I3. (d) Number of episodes,2022-03-24 23:10:22.183
SCID_v0002_20220302,reliability,CRF: I4. Interviewers impression of reliability and completeness of SCID,2022-03-24 23:10:22.183
SCID_v0002_20220302,filter,Answered Yes-either filter question,2022-03-24 23:10:22.183
SCID_v0002_20220302,appt2,date of response,2022-03-24 23:10:22.183
