table_name,variable_name,value_value,value_label,avail_from_dt
PRESCRIPTIONS_v0001_20211101,approved,,Generic Name,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,bnf,,BNF code,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,dob,,yyyymm,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,dosage,,Prescribed Dose,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,drug,,Drug Name,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,dt,,yyyymm,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,formulation,,Pharmaceutical Formulation,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,presc_type,CP,Community pharmacist,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,presc_type,DEN,Dentist,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,presc_type,GP,General practitioner,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,presc_type,GPPRA,GP Practice,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,presc_type,HOSP,Hospital,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,presc_type,NUR,Nurse,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,presc_type,PHM,Pharmacist,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,presc_type,PP,Private Prescriber,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,qty,,units,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,sex,1,male,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,sex,2,female,2022-03-24 23:13:46.343
PRESCRIPTIONS_v0001_20211101,strength,,Dose,2022-03-24 23:13:46.343
