table_name,variable_name,variable_label,avail_from_dt
SMR01_v0001_20211101,age,age,2022-03-24 23:10:22.183
SMR01_v0001_20211101,pre_gs,pre-GS,2022-03-24 23:10:22.183
SMR01_v0001_20211101,sex,sex,2022-03-24 23:10:22.183
SMR01_v0001_20211101,c1,ICD10 main condition,2022-03-24 23:10:22.183
SMR01_v0001_20211101,c2,ICD10 other condition/comorbidity,2022-03-24 23:10:22.183
SMR01_v0001_20211101,c3,ICD10 condition/comorbidity,2022-03-24 23:10:22.183
SMR01_v0001_20211101,c4,ICD10 condition/comorbidity,2022-03-24 23:10:22.183
SMR01_v0001_20211101,c5,ICD10 condition/comorbidity,2022-03-24 23:10:22.183
SMR01_v0001_20211101,c6,ICD10 condition/comorbidity,2022-03-24 23:10:22.183
SMR01_v0001_20211101,spec,SMR01 specialty code,2022-03-24 23:10:22.183
SMR01_v0001_20211101,dt1,date of admission,2022-03-24 23:10:22.183
