table_name,variable_name,variable_label,avail_from_dt
VACCINE_v0001_20211101,days,days between doses,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,dose_number,dose number,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,sex,sex,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,health_board,NHS Board code subject,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,council_area,council area code,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,age,age,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,age_band,age bracket,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,data_source,data source,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,vacc_health_board,NHS Board code providing vaccine,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,dt1,date of first vaccine,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,dt2,date of second vaccine,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,product_name,vaccine product,2022-03-24 23:10:22.183
VACCINE_v0001_20211101,cohort_desc,Vaccination cohort group,2022-03-24 23:10:22.183
