table_name,variable_name,variable_label,avail_from_dt
COVIDLIFE2_v0001_20211101,S2_Childcare_bef9_1,Ninth youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef9_2,Ninth youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef9_3,Ninth youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef9_4,Ninth youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef10_1,Tenth youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef10_2,Tenth youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef10_3,Tenth youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef10_4,Tenth youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef11_1,Eleventh youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef11_2,Eleventh youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef11_3,Eleventh youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef11_4,Eleventh youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef12_1,Twelfth youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef12_2,Twelfth youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef12_3,Twelfth youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef12_4,Twelfth youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef13_1,Thirteenth youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef13_2,Thirteenth youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef13_3,Thirteenth youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef13_4,Thirteenth youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef14_1,Fourteenth youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef14_2,Fourteenth youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef14_3,Fourteenth youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef14_4,Fourteenth youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef15_1,Fifteenth youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef15_2,Fifteenth youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef15_3,Fifteenth youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_bef15_4,Fifteenth youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD1_1,Did any of your children aged 17 and under still go to any of the following childcare settings (either full or part-time) when most education and childcare settings closed on 20th March?: Youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD1_2,Youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD1_3,Youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD1_4,Youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD2_1,Second youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD2_2,Second youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD2_3,Second youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD2_4,Second youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD3_1,Third youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD3_2,Third youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD3_3,Third youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD3_4,Third youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD4_1,Fourth youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD4_2,Fourth youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD4_3,Fourth youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD4_4,Fourth youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD5_1,Fifth youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD5_2,Fifth youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD5_3,Fifth youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD5_4,Fifth youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD6_1,Sixth youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD6_2,Sixth youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD6_3,Sixth youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD6_4,Sixth youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD7_1,Seventh youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD7_2,Seventh youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD7_3,Seventh youngest child - Other registered childcare settings,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD7_4,Seventh youngest child - None of my children went to any of these / my child did not go to any of these,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD8_1,Eighth youngest child - Nursery/day-care,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Childcare_LD8_2,Eighth youngest child - Childminder,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Postponed_Worry,Are you worried about your health because of this cancelled or postponed treatment?,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Developed_Sympt,"During the COVID-19 pandemic, have you developed signs and symptoms that you would like to have looked at or investigated by your GP, or another healthcare professional?",2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Contact_Sympt,Have you contacted your GP or another healthcare professional about these signs and symptoms?,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Worry_Sympt,Are you worrying about these new signs or symptoms?,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Events_Cancelled,"Have you had to cancel or postpone any major life events because of the COVID-19 pandemic? For example a wedding, moving house, etc.",2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Holiday_Cancelled,Have you had to cancel or postpone a holiday because of the COVID-19 pandemic?,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ShopFood_Anxious,Do you feel anxious when going food shopping during the COVID19 pandemic?,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_Relations_Partner,"Compared to before the COVID-19 pandemic, do you think that your relationship with your spouse/partner has:",2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_COVID_Impact,"On the whole, what impact has the COVID-19 pandemic had on your life?",2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_COVID_Fortunate,"Compared to other people, how do you feel about your current situation during the COVID-19 pandemic?",2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildNumber,How many children do you have aged 17 and under living in your household?,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge1,Youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge2,Second youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge3,Third youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge4,Fourth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge5,Fifth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge6,Sixth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge7,Seventh youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge8,Eighth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge9,Ninth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge10,Tenth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge11,Eleventh youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge12,Twelfth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge13,Thirteenth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge14,Fourteenth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildAge15,Fifteenth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_ChildFTE,Do you have one or more children in full-time education?,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF1,"Before the official lockdown was announced on the 23rd March 2020, how was each child being educated?: Youngest child",2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF2,Second youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF3,Third youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF4,Fourth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF5,Fifth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF6,Sixth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF7,Seventh youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF8,Eighth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF9,Ninth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF10,Tenth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF11,Eleventh youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF12,Twelfth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF13,Thirteenth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF14,Fourteenth youngest child,2022-03-24 23:10:22.183
COVIDLIFE2_v0001_20211101,S2_FTE_BF15,Fifteenth youngest child,2022-03-24 23:10:22.183
