table_name,variable_name,variable_label,avail_from_dt
SMOKING_V0002_20220125,ever_smoke,PCQ: L1. Have you ever smoked tobacco?,2022-03-24 23:10:22.183
SMOKING_V0002_20220125,age,age,2022-03-24 23:10:22.183
SMOKING_V0002_20220125,started,PCQ: L2. What age were you when you started smoking,2022-03-24 23:10:22.183
SMOKING_V0002_20220125,stopped,PCQ: L4. How long is it since you given up smoking? Years,2022-03-24 23:10:22.183
SMOKING_V0002_20220125,years,years as smoker,2022-03-24 23:10:22.183
SMOKING_V0002_20220125,packs_day,Average packs smoked per day,2022-03-24 23:10:22.183
SMOKING_V0002_20220125,pack_years,Pack years,2022-03-24 23:10:22.183
SMOKING_V0002_20220125,status,smoking status,2022-03-24 23:10:22.183
SMOKING_V0002_20220125,cigs_day,Average cigarettes smoked per day,2022-03-24 23:10:22.183
SMOKING_V0002_20220125,appt,date of response,2022-03-24 23:10:22.183
