table_name,variable_name,variable_label,avail_from_dt
BIOCHEMISTRY_v0002_20220302,Glucose,Glucose (mmol/l),2022-03-24 23:10:22.183
BIOCHEMISTRY_v0002_20220302,HDL_cholesterol,HDL_cholesterol (mmol/l),2022-03-24 23:10:22.183
BIOCHEMISTRY_v0002_20220302,Total_cholesterol,Total_cholesterol (mmol/l),2022-03-24 23:10:22.183
BIOCHEMISTRY_v0002_20220302,Sodium,Sodium (mmol/l),2022-03-24 23:10:22.183
BIOCHEMISTRY_v0002_20220302,Potassium,Potassium (mmol/l),2022-03-24 23:10:22.183
BIOCHEMISTRY_v0002_20220302,Urea,Urea (mmol/l),2022-03-24 23:10:22.183
BIOCHEMISTRY_v0002_20220302,Creatinine,Creatinine (mmol/l),2022-03-24 23:10:22.183
BIOCHEMISTRY_v0002_20220302,Creat_mgdl,Creatinine mg/dl,2022-03-24 23:10:22.183
BIOCHEMISTRY_v0002_20220302,eGFR,Estimated egfr,2022-03-24 23:10:22.183
BIOCHEMISTRY_v0002_20220302,appt,date of response,2022-03-24 23:10:22.183
