table_name,variable_name,value_value,value_label,avail_from_dt
SMR01_v0001_20211101,age,,Years,2022-03-24 23:13:46.343
SMR01_v0001_20211101,c1,,ICD10 main condition,2022-03-24 23:13:46.343
SMR01_v0001_20211101,c2,,ICD10 other condition/comorbidity,2022-03-24 23:13:46.343
SMR01_v0001_20211101,c3,,ICD10 condition/comorbidity,2022-03-24 23:13:46.343
SMR01_v0001_20211101,c4,,ICD10 condition/comorbidity,2022-03-24 23:13:46.343
SMR01_v0001_20211101,c5,,ICD10 condition/comorbidity,2022-03-24 23:13:46.343
SMR01_v0001_20211101,c6,,ICD10 condition/comorbidity,2022-03-24 23:13:46.343
SMR01_v0001_20211101,dt1,,yyyymm,2022-03-24 23:13:46.343
SMR01_v0001_20211101,pre_gs,,Flag,2022-03-24 23:13:46.343
SMR01_v0001_20211101,sex,1,male,2022-03-24 23:13:46.343
SMR01_v0001_20211101,sex,2,female,2022-03-24 23:13:46.343
SMR01_v0001_20211101,spec,,SMR01 Specialty Code,2022-03-24 23:13:46.343
