table_name,variable_name,value_value,value_label,avail_from_dt
DEATH_v0001_20211101,aged,,Years,2022-03-24 23:13:46.343
DEATH_v0001_20211101,cause,,ICD10 Cause of death,2022-03-24 23:13:46.343
DEATH_v0001_20211101,covid,,Flag,2022-03-24 23:13:46.343
DEATH_v0001_20211101,death28,,Flag,2022-03-24 23:13:46.343
DEATH_v0001_20211101,dob,,yyyymm,2022-03-24 23:13:46.343
DEATH_v0001_20211101,dod,,yyyymm,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sec0,,ICD10 Secondary cause,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sec1,,ICD10 Secondary cause,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sec2,,ICD10 Secondary cause,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sec3,,ICD10 Secondary cause,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sec4,,ICD10 Secondary cause,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sec5,,ICD10 Secondary cause,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sec6,,ICD10 Secondary cause,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sec7,,ICD10 Secondary cause,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sec8,,ICD10 Secondary cause,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sec9,,ICD10 Secondary cause,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sex,F,Female,2022-03-24 23:13:46.343
DEATH_v0001_20211101,sex,M,Male,2022-03-24 23:13:46.343
