table_name,variable_name,value_value,value_label,avail_from_dt
SMOKING_v0001_20211101,stopped,,Years,2022-03-24 23:13:46.343
SMOKING_v0001_20211101,years,,Years,2022-03-24 23:13:46.343
SMOKING_v0001_20211101,appt,,timestamp,2022-03-24 23:13:46.343
SMOKING_v0001_20211101,age,,Years,2022-03-24 23:13:46.343
SMOKING_v0001_20211101,cigs_day,,Average cigarettes smoked per day,2022-03-24 23:13:46.343
SMOKING_v0001_20211101,ever_smoke,2,"Yes, but stopped within past 12 months",2022-03-24 23:13:46.343
SMOKING_v0001_20211101,ever_smoke,3,"Yes, but stopped more than 12 months ago",2022-03-24 23:13:46.343
SMOKING_v0001_20211101,ever_smoke,4,"No, never smoked",2022-03-24 23:13:46.343
SMOKING_v0001_20211101,ever_smoke,1,"Yes, currently smoke",2022-03-24 23:13:46.343
SMOKING_v0001_20211101,pack_years,,Pack years,2022-03-24 23:13:46.343
SMOKING_v0001_20211101,packs_day,,Average packs smoked per day,2022-03-24 23:13:46.343
SMOKING_v0001_20211101,started,,Years,2022-03-24 23:13:46.343
SMOKING_v0001_20211101,status,,Smoking Status,2022-03-24 23:13:46.343
