table_name,variable_name,variable_label,avail_from_dt
ECOSS_v0001_20211101,dt,date pf test,2022-03-24 23:10:22.183
ECOSS_v0001_20211101,dod,date of death,2022-03-24 23:10:22.183
ECOSS_v0001_20211101,ecossid,ECOSS ID,2022-03-24 23:10:22.183
ECOSS_v0001_20211101,age,age,2022-03-24 23:10:22.183
ECOSS_v0001_20211101,covid,Covid-19 flag,2022-03-24 23:10:22.183
ECOSS_v0001_20211101,death28,flag,2022-03-24 23:10:22.183
ECOSS_v0001_20211101,result,Covid test result,2022-03-24 23:10:22.183
ECOSS_v0001_20211101,sex,"M=Male, F=Female",2022-03-24 23:10:22.183
ECOSS_v0001_20211101,pc_area,broad postcode area,2022-03-24 23:10:22.183
ECOSS_v0001_20211101,care_home,Care home ID,2022-03-24 23:10:22.183
ECOSS_v0001_20211101,organism,Original organism,2022-03-24 23:10:22.183
