table_name,variable_name,value_value,value_label,avail_from_dt
CHESTPAIN_v0002_20220302,angina,2,Grade 2,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,angina,1,Grade 1,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,body_area,1,sternum,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,body_area,2,left anterior chest,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,body_area,3,left arm,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,body_area,4,right anterior chest,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,body_area,5,right arm,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,ever_pain,2,No,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,ever_pain,1,Yes,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,if_active,2,No,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,if_active,1,Yes,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,if_walking,2,No,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,if_walking,1,Yes,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,mi,,Flag,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,reaction,2,Slow Down,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,reaction,3,Continue at same pace,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,reaction,1,Stop,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,recover,2,No,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,recover,1,Yes,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,recover_L10,blank,blank,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,recover_L10,1,Yes,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,recover_M10,blank,blank,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,recover_M10,1,Yes,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,severe_pain,,PCQ: F7. Have you ever had a severe pain across the front of your chest lasting for half an hour?,2022-03-24 23:13:46.343
CHESTPAIN_v0002_20220302,appt,,timestamp,2022-03-24 23:13:46.343
