table_name,variable_name,variable_label,avail_from_dt
MDQ_v0002_20220302,mdqa1,PCQ: I A1.  you felt so good or hyper that other people thought you were not your normal self,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa2,PCQ: I A2.  you were so irritable that you shouted at people or started fights or arguments,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa3,PCQ: I A3.  you felt much more self-confident than usual,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa4,PCQ: I A4.  you got much less sleep than usual and found you didnt really miss it,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa5,PCQ: I A5.  you were much more talkative or spoke faster than usual,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa6,PCQ: I A6.  thoughts raced through your head or you couldnt slow your mind down,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa7,PCQ: I A7. you were so easily distracted by things around you that you had trouble concentrating,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa8,PCQ: I A8. you had much more energy than usual,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa9,PCQ: I A9. you were much more active or did many more things than usual,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa10,PCQ: I A10. you were much more social or outgoing than usual for example you telephoned friends in the middle of the night,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa11,PCQ: I A11.  you were much more interested in sex than usual,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa12,PCQ: I A12. you did things that were unusual for you or that other people might have thought were excessive,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqa13,PCQ: I A13. spending money got you or your family into trouble,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqb,PCQ: IB. Have several of these ever happened during the same period of time,2022-03-24 23:10:22.183
MDQ_v0002_20220302,mdqc,PCQ: IC. How much of a problem did any of these cause you?,2022-03-24 23:10:22.183
MDQ_v0002_20220302,total,total MDQ 1-13,2022-03-24 23:10:22.183
MDQ_v0002_20220302,appt,date of response,2022-03-24 23:10:22.183
