table_name,variable_name,variable_label,avail_from_dt
COVIDLIFE3_v0001_20211101,S3_PerStress_Q5,felt that things were going your way?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_PerStress_Q10,felt difficulties were piling up so high that you could not overcomethem?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Vigorous_Last7Days,How many days did you do vigorous physical activity for at least 10minutes at a time,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Moderate_Last7Days,How many days did you do moderate physical activity for at least10 minutes at a time:,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Diet,"Compared to the first lockdown (which began on March 2020), Is your diet",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_SleepAverage,What was the average number of hours you slept per day in the last7 days,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_SleepQuality,"Compared to the first lockdown (which began on March 2020), is the quality of your sleep",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Trust_UKGov,"In general, how much do you trust medical and health advice from the UK Government?",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Trust_ScotGov,"In general, how much do you trust medical and health advice from the Scottish Government",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Trust_Medical,"In general, how much do you trust medical and health advice from medical workers , such as doctors and nurses, in this country?",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Vac_Important,Vaccines are important for children to have,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Vac_Safe,Vaccines are safe,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Vac_Effect,Vaccines are effective,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_CV19Vac_Likely,"If a vaccine against COVID-19 was offered to you, how likely or unlikelywould you be to take the vaccine",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_CV19Vac_Refuse,What is the main reason you would not take the vaccine?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_CV19Vac_Accept,What would be your main reason for taking the vaccine.,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_HadCV19Vac_Reason,What is your main reason for taking the COVID-19 vaccine,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Understand_ScotGo,Do you find the Scottish Governments guidance on COVID-19 easy tounderstand?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Understand_UKGovG,Do you find the UK Governments guidance on COVID-19 easy tounderstand?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Knowledge_COVID,How would you rate your knowledge about COVID-19?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_ScotGov_Guidance,Do you think that the Scottish Governments guidance and actions onCOVID-19 are,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_UKGov_Guidance,Do you think that the UK Government's guidance and actions onCOVID-19 are,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_1,Which of the following sources of information have you used to keep informed about COVID-19? BBC News television bulletins,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_2,"Other television news bulletins (e.g. ITV, Channel 4)",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_3,BBC News website,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_4,"Other news websites (e.g. ITV, Channel 4)",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_5,NHS websites,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_6,GP practice website,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_17,"Public health websites (e.g. Public Health Scotland, Public Health England)",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_7,Government websites,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_18,Office for National Statistics websites,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_8,World Health Organisation (WHO) website,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_9,Broadsheet newspapers (print or website),2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_10,Tabloid newspapers (print or website),2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_11,Radio or podcasts,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_12,"Social media websites and news feeds (e.g. Instagram, Facebook, Twitter)",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_13,Your workplace,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_14,Family and friends,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_15,Whatsapp or other messaging services,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_16,Other health websites or resources,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Sources_COVID_96,None of the above,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,Which of the following sources of information have you found the most helpful for keeping informed about COVID-19?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Time_COVIDNews,How much time do you spend on average each day getting news orlearning about COVID-19?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_SocialMedia_COVID,"On average, how many hours per day do you, look at or use socialmedia nowadays?",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Accurate_COVIDinf,"On a scale of 1 (not at all difficult) to 10 (extremely difficult), how difficult has it been for you to find accurate, understandable information about COVID-19?",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_UKGov_Confidence,How confident are you that the UK Government can prevent furtheroutbreaks of COVID-19?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_ScotGov_Confidenc,How confident are you that the Scottish Government can prevent further outbreaks of COVID-19?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_NHS_Confidence,How confident are you that the NHS can cope with the COVID-19pandemic?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_SocialDist,Have you been following the government guidance on:,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Guidance_StayHome,Have you been following the government guidance on:,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_HandWashing,Have you been following the government guidance on:,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_FaceCover,Have you been following the government guidance on:,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_symptoms_tested,"If you developed COVID-19 symptoms (continuous cough, hightemperature or change in sense of smell or taste) would youarrange to be tested for COVID-19",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Well_Isolate,If you are asked to self-isolate because you have been in closecontact,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_InstructedIsolate,Have you been contacted and told you need to self-isolate becauseyou have been in close contact with someone who tested positive forCOVID-19?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_IsolateCompliance,Did you follow the self-isolation instructions?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_Test_protect_app,Have you installed the Protect Scotland app?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_NHS_app,Have you installed the NHS COVID-19 app?,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_no_app_why_1,Protect Scotland:  Haven't heard of it,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_no_app_why_2,Don't have mobile device/smartphone,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_no_app_why_3,"Don't use mobile device/smartphone, but have one",2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_no_app_why_4,Don't have a smartphone capable of running the app,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_no_app_why_5,Don't install apps on smartphone,2022-03-24 23:10:22.183
COVIDLIFE3_v0001_20211101,S3_no_app_why_6,Don't know how to install it,2022-03-24 23:10:22.183
