table_name,variable_name,variable_label,avail_from_dt
CHESTPAIN_v0002_20220302,ever_pain,PCQ: F1. Do you ever get pain or discomfort in your chest?,2022-03-24 23:10:22.183
CHESTPAIN_v0002_20220302,if_active,PCQ: F2. Do you get this pain when you walk uphill or hurry?,2022-03-24 23:10:22.183
CHESTPAIN_v0002_20220302,if_walking,PCQ: F3. Do you get it when you walk at an ordinary pace on the level?,2022-03-24 23:10:22.183
CHESTPAIN_v0002_20220302,reaction,PCQ: F4. When you get pain or discomfort in your chest what do you do? (Stop/Slow Down/Continue),2022-03-24 23:10:22.183
CHESTPAIN_v0002_20220302,recover,PCQ: F5. Does it go away when you stand still or sit down?,2022-03-24 23:10:22.183
CHESTPAIN_v0002_20220302,recover_L10,PCQ: 10 Minutes or less,2022-03-24 23:10:22.183
CHESTPAIN_v0002_20220302,recover_M10,PCQ: More than 10 minutes,2022-03-24 23:10:22.183
CHESTPAIN_v0002_20220302,body_area,PCQ: F6. Where do you get this pain or discomfort,2022-03-24 23:10:22.183
CHESTPAIN_v0002_20220302,severe_pain,PCQ: F7. Have you ever had a severe pain across the front of your chest lasting for half an hour?,2022-03-24 23:10:22.183
CHESTPAIN_v0002_20220302,angina,Possible angina grade (Rose),2022-03-24 23:10:22.183
CHESTPAIN_v0002_20220302,mi,Possible myocardial infarction,2022-03-24 23:10:22.183
CHESTPAIN_v0002_20220302,appt,date of response,2022-03-24 23:10:22.183
