table_name,variable_name,value_value,value_label,avail_from_dt
COVIDLIFE3_v0001_20211101,S3_HadCV19Vac_Reason,8,Vaccine won't work unless most people in UK take it,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_HadCV19Vac_Reason,9,Protect others from catching Covid-19,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_HandWashing,1,Never,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_HandWashing,2,Some of the time,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_HandWashing,3,Most of the time,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_HandWashing,4,Always,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_haveCV19Test_0,1,No,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_haveCV19Test_1,0,No,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_haveCV19Test_1,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_haveCV19Test_2,0,No,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_haveCV19Test_2,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_haveCV19Test_3,0,No,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_haveCV19Test_3,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_haveCV19Test_4,0,No,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_haveCV19Test_4,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_haveCV19Test_4_TEXT,,text,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Household_Contact,0,No,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Household_Contact,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_InstructedIsolate,0,No,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_InstructedIsolate,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_InstructedIsolate,98,Prefer not to answer,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_InstructedIsolate,99,Don't know,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_IsolateCompliance,1,None of the time,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_IsolateCompliance,2,Some of the time,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_IsolateCompliance,3,Most of the time,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_IsolateCompliance,4,Always,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_IsolateCompliance,98,Prefer not to answer,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Isolated_COVID,,"not at all(0) ,..., extremely(10)",2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_JobSec_Worry,1,Strongly disagree,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_JobSec_Worry,2,Disagree,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_JobSec_Worry,3,Neither agree nor disagree,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_JobSec_Worry,4,Agree,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_JobSec_Worry,5,Strongly agree,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Knowledge_COVID,1,Extremely bad,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Knowledge_COVID,2,Somewhat bad,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Knowledge_COVID,3,Neither good nor bad,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Knowledge_COVID,4,Somewhat good,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Knowledge_COVID,5,Extremely good,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_LeaveHome_Contact,,2 Not at all likely,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_LeaveHome_Contact,,3 Not that likely,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_LeaveHome_Contact,,4 Somewhat likely,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_LeaveHome_Contact,,5 Very likely,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_LeaveHome_Contact,1,I don't leave my home,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_LifeSat_Now,,"not at all satisfied(0) ,..., extremely satisfied(10)",2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_LiveAlone,0,No,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_LiveAlone,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_LiveAlone,98,Prefer not to answer,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Lonely_PastWeek,1,None,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Lonely_PastWeek,2,Some of the time,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Lonely_PastWeek,3,Most of the time,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Lonely_PastWeek,4,All,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Lonely_PastWeek,98,Prefer not to answer,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Lonely_PastWeek,99,Don't know,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Lonely_PastWeek,or,almost none of the time,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Lonely_PastWeek,or,almost all of the time,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_ManageHealth_CVID,,"Do not agree at all(1) ,..., Agree very strongly(10)",2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MatPat_Leave,0,No,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MatPat_Leave,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_mental_health,1,Excellent,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_mental_health,2,Very Good,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_mental_health,3,Good,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_mental_health,4,Fair,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_mental_health,5,Poor,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Moderate_Last7Days,,Days of at least 10 minutes vigorous activity in last 7 days [0-7],2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Mood_Skip,1,Continue with section,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Mood_Skip,2,Skip section,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,1,BBC News television bulletins,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,10,Tabloid newspapers (print or website),2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,11,Radio or podcasts,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,12,"Social media websites and news feeds (e.g. Instagram, Facebook, Twitter)",2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,13,Your workplace,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,14,Family and friends,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,15,Whatsapp or other messaging services,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,16,Other health websites or resources,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,17,"Public health websites (e.g. Public Health Scotland, Public Health England)",2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,18,Office for National Statistics websites,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,2,"Other television news bulletins (e.g. ITV, Channel 4)",2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,3,BBC News website,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,4,"Other news websites (e.g. ITV, Channel 4)",2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,5,NHS websites,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,6,GP practice website,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,7,Government websites,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_MostHelpful_Sourc,8,World Health Organisation (WHO) website,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_SymptomLengthAll,2,2-4 weeks,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_SymptomLengthAll,3,4-12 weeks,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_SymptomLengthAll,4,12+ weeks,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_symptoms_tested,1,Definitely not,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_symptoms_tested,2,Probably not,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_symptoms_tested,3,Probably,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_symptoms_tested,4,Definitely,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Test_protect_app,0,No,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Test_protect_app,1,Yes,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Test_protect_app,99,Don't know,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Time_COVIDNews,0,None,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Time_COVIDNews,1,Less than 30 minutes,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Time_COVIDNews,2,30 minutes to 1 hour,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Time_COVIDNews,3,1-2 hours,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Time_COVIDNews,4,3-4 hours,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Time_COVIDNews,5,5 or more hours,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Trust_Medical,1,Not at all,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Trust_Medical,2,Not much,2022-03-24 23:13:46.343
COVIDLIFE3_v0001_20211101,S3_Trust_Medical,3,Some,2022-03-24 23:13:46.343
