table_name,variable_name,value_value,value_label,avail_from_dt
COPE2_v0002_20220302,D63_20,2,Stayed the same,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_20,3,Increased,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_20,999903,Not applicable,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_20,999905,Unable to determine (unclear answered given by the participant),2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_20,999906,Question seen but not answered,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_21,1,Decreased,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_21,999906,Question seen but not answered,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_21,2,Stayed the same,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_21,3,Increased,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_21,999903,Not applicable,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_22,999906,Question seen but not answered,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_22,1,Decreased,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_22,2,Stayed the same,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_22,3,Increased,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_22,999903,Not applicable,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_23,1,Decreased,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_23,2,Stayed the same,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_23,3,Increased,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_23,999903,Not applicable,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_23,999906,Question seen but not answered,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_24,1,Decreased,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_24,2,Stayed the same,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_24,3,Increased,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_24,999903,Not applicable,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_24,999905,Unable to determine (unclear answered given by the participant),2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_24,999906,Question seen but not answered,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_25,1,Decreased,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_25,2,Stayed the same,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_25,3,Increased,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_25,999903,Not applicable,2022-03-26 23:07:43.940
COPE2_v0002_20220302,D63_25,999906,Question seen but not answered,2022-03-26 23:07:43.940
