table_name,variable_name,value_value,value_label,avail_from_dt
INFECTION_v0001_20220302,A1,0,No,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A1,1,"Yes, diagnosed and recovered or diagnosed and still ill ",2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A1,3,Not formally diagnosed but suspected and recovered,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A1,4,Not formally diagnosed but suspected and still ill,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A1,999906,Question seen but not answered,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A2,0,No,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A2,1,Yes,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A2,999902,Unsure,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A2,999906,Question seen but not answered,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A3,0,No,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A3,1,Yes,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A3,999906,Question seen but not answered,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A4,1,I am self-isolating due to a diagnosis of COVID-19 or possible symptoms in me or someone in my household  ,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A4,2,"I am self-isolating because I have an existing medical condition, or am categorised as high risk",2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A4,3,"I am self-isolating because a member of my household has an existing medical condition, or is high risk  ",2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A4,4,I am self-isolating as I am worried about spreading it to others or getting ill (but I am not high risk)  ,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A4,999906,Question seen but not answered,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A4,999911,Question is skipped legitimately,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A5,1,I am not self-isolating as I am choosing to live life as normal  ,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A5,2,"I am not self-isolating, but I am social ",2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A5,3,I am not self-isolating because I am a key worker  ,2022-04-09 14:11:40.803
INFECTION_v0001_20220302,A5,4,I am not self-isolating because I need to help others  ,2022-04-09 14:11:40.803
