table_name,variable_name,variable_label,avail_from_dt
COPE1_v0001_20211101,A1,1. Have you had COVID-19?,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A2,"2. In the last week, do you believe you have come into CLOSE CONTACT with somebody who has had COVID-19? E.g. Living with, hugging, shaking hands with, or spending more than 15 minutes with",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A3,"3. Are you self-isolating? By ""self-isolating"" we mean staying at home and avoiding contact with people outside the household. If you have symptoms you may also be avoiding contact with people within your household. This is different to social distancing, whereby you may be staying at home for the most part but leaving your home for food or medicine, to go to work if it's essential, or to exercise.",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A4,4. Choose all that apply,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A5,5. Choose all that apply,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A6,6. Do you find the official guidance on COVID-19 easy to understand?,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A7,7. How would you rate your knowledge level on COVID-19?,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A8,8. How much confidence do you have in the GOVERNMENT that they can handle COVID-19 well?,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A9,9. How much confidence do you have in the HEALTH SERVICE to handle COVID-19 as well as it can with the resources available?,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A10,"10. How much confidence do you have that ESSENTIALS (e.g. access to food, water, medicines, deliveries) will be maintained during COVID-19?",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A11,11. How much confidence do you have in BUSINESS AND NON- GOVERNMENTAL ORGANISATIONS to handle COVID-19 well?,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A12,"12. How much confidence do you have in the GENERAL PUBLIC to act responsibly in response to COVID-19 ? (E.g. Following governmental guidance, maintaining social distances)",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A13_1,13. Have you experienced any of the following as a result of COVID-19? - Lost your job/ been unable to do paid work,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A13_2,13. Have you experienced any of the following as a result of COVID-19? - Been put on furlough from your job (paid leave),2022-02-01 09:48:04.307
COPE1_v0001_20211101,A13_3,13. Have you experienced any of the following as a result of COVID-19? - Unable to pay bills,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A13_5,13. Have you experienced any of the following as a result of COVID-19? - Unable to access sufficient food,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A13_6,13. Have you experienced any of the following as a result of COVID-19? - Unable to access required medication,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A13_8,13. Have you experienced any of the following as a result of COVID-19? - You lost somebody close to you to COVID-19,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A14,"14. In the past 7 days, how many days have you been self-isolating (not leaving your home/garden)?",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A15,"15. Is this more, less or about the same as before this period of self isolation related to COVID-19 began?",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A16,"16. In the past 7 days, how many days have you been outside for 15 minutes or more (leaving home/garden)?",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A17,"17. Is this more, less or about the same as before this period of self isolation related to COVID-19 began?",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A18,"18. In the past 7 days, how many days have you had face-to-face contact with another person for 15 minutes or more (including someone you live with)?",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A19,"19. Is this more, less or about the same as before this period of self isolation related to COVID-19 began?",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A20,"20. In the past 7 days, how many days have you had a phone or video call with another person for 15 minutes or more?",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A21,"21. Is this more, less or about the same as before this period of self isolation related to COVID-19 began?",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A22,"22. Overall, in the past week, how satisfied have you been with your life?",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A23,"23. In the past week, to what extent have you felt the things you are doing in your life are worthwhile?",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A24,"24. On a scale of 1-5, are you interacting with people in any form (e.g. in person, over the phone, via voice chat etc.) more or less due to COVID-19 isolation? The way you interact might've changed e.g. more telephone than face-to-face, but we are interested only in the frequency of contact.",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A25,25. Has this change been positive or negative?,2022-02-01 09:48:04.307
COPE1_v0001_20211101,A26_1,"26. In the past week, have any of the following aspects of your life changed? - Amount you sleep",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A26_2,"26. In the past week, have any of the following aspects of your life changed? - Amount of physical activity/ exercise you do",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A26_3,"26. In the past week, have any of the following aspects of your life changed? - Time spent in green spaces such as parks or gardens",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A26_4,"26. In the past week, have any of the following aspects of your life changed? - Amount you smoke/vape",2022-02-01 09:48:04.307
COPE1_v0001_20211101,A26_5,"26. In the past week, have any of the following aspects of your life changed? - Amount of alcohol you drink",2022-02-01 09:48:04.307
