table_name,variable_name,variable_label,avail_from_dt
followUp_v0001_20210915,STUDY_ID,Study Number,2022-01-08 21:35:48.003
followUp_v0001_20210915,follNum,Questionnaire response number,2022-01-08 21:35:48.003
followUp_v0001_20210915,startDate,Questionnaire date,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom1,Have you had a cold or flu like symptoms in the last month?,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom2_1,I had a decrease in appetite in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom2_2,I had a decrease in appetite in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom3_1,I had nausea and/or vomiting in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom3_2,I had nausea and/or vomiting in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom4_1,I had diarrhoea in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom4_2,I had diarrhoea in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom5_1,I had abdominal pain/tummy ache in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom5_2,I had abdominal pain/tummy ache in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom6_1,I had a runny nose in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom6_2,I had a runny nose in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom7_1,I had sneezing in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom7_2,I had sneezing in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom8_1,I had a blocked nose in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom8_2,I had a blocked nose in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom9_1,I had sore eyes in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom9_2,I had sore eyes in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom10_1,I had a loss of sense of smell or taste in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom10_2,I had a loss of sense of smell or taste in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom11_1,I had a sore throat in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom11_2,I had a sore throat in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom12_1,I had a hoarse voice in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom12_2,I had a hoarse voice in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom13_1,I had a headache (if more often or worse than usual) in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom13_2,I had a headache (if more often or worse than usual) in the last month – symptoms ended:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom14_1,I had dizziness in the last month – symptoms started:,2022-01-08 21:35:48.003
followUp_v0001_20210915,symptom14_2,I had dizziness in the last month – symptoms ended:,2022-01-08 21:35:48.003
