table_name,variable_name,variable_label,avail_from_dt
baseline_v0001_20210915,STUDY_ID,Study Number,2022-01-08 21:35:48.003
baseline_v0001_20210915,startDate,Questionnaire date,2022-01-08 21:35:48.003
baseline_v0001_20210915,wt,weight (kg),2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom1_1,I had no cold or flu symptoms in January 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom1_2,I had no cold or flu symptoms in February 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom1_3,I had no cold or flu symptoms in March 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom1_4,I had no cold or flu symptoms in April 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom1_5,I had no cold or flu symptoms in May 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom1_6,I had no cold or flu symptoms in June 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom1_wk,I had no cold or flu symptoms in the last week,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom2_1,I had a decrease in appetite in January 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom2_2,I had a decrease in appetite in February 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom2_3,I had a decrease in appetite in March 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom2_4,I had a decrease in appetite in April 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom2_5,I had a decrease in appetite in May 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom2_6,I had a decrease in appetite in June 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom2_wk,I had a decrease in appetite in the last week,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom3_1,I had nausea and/or vomiting in January 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom3_2,I had nausea and/or vomiting in February 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom3_3,I had nausea and/or vomiting in March 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom3_4,I had nausea and/or vomiting in April 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom3_5,I had nausea and/or vomiting in May 2020,2022-01-08 21:35:48.003
baseline_v0001_20210915,symptom3_6,I had nausea and/or vomiting in June 2020,2022-01-08 21:35:48.003
