table_name,variable_name,value_value,value_label,avail_from_dt
followUp_v0001_20210915,symptom1,1,yes,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom1,2,no,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom1,999,don’t know / prefer not to answer,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom2_1,1,more than 1 month ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom2_1,2,about 4 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom2_1,3,about 3 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom2_1,4,about 2 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom2_1,5,about 1 week ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom2_1,6,in the last week,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom2_2,1,about 4 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom2_2,2,about 3 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom2_2,3,about 2 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom2_2,4,about 1 week ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom2_2,5,still have symptoms,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom3_1,1,more than 1 month ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom3_1,2,about 4 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom3_1,3,about 3 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom3_1,4,about 2 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom3_1,5,about 1 week ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom3_1,6,in the last week,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom3_2,1,about 4 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom3_2,2,about 3 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom3_2,3,about 2 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom3_2,4,about 1 week ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom3_2,5,still have symptoms,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom4_1,1,more than 1 month ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom4_1,2,about 4 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom4_1,3,about 3 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom4_1,4,about 2 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom4_1,5,about 1 week ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom4_1,6,in the last week,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom4_2,1,about 4 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom4_2,2,about 3 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom4_2,3,about 2 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom4_2,4,about 1 week ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom4_2,5,still have symptoms,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom5_1,1,more than 1 month ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom5_1,2,about 4 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom5_1,3,about 3 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom5_1,4,about 2 weeks ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom5_1,5,about 1 week ago,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom5_1,6,in the last week,2022-01-08 21:01:19.410
followUp_v0001_20210915,symptom5_2,1,about 4 weeks ago,2022-01-08 21:01:19.410
