variable_name,variable_label,avail_from_dt,table_name
study_id,,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
idahhw9_e,Encrypted Analytical Wave 9 household serial number,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
perid,Person number in household,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iintdatd,interview day   - individual interview,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iintdatm,interview month - individual interview,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iintdaty,interview year  - individual interview,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabebc,Whether husband/wife/partner receiving any of these benefits at the moment?,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenuc,Benefits receiving now: respondent Universal Credit,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenis,Benefits receiving now: respondent Income Support,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenpc,Benefits receiving now: respondent Pension Credit,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabentc,Benefits receiving now: respondent Working Tax Credit,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenja,Benefits receiving now: respondent Jobseeker's Allowance,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenga,Benefits receiving now: respondent Guardian's Allowance,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenwp,Benefits receiving now: respondent Widow or Bereavement Allowance/pension,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabencb,Benefits receiving now: respondent Child Benefit,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabencc,Benefits receiving now: respondent Child Tax Credit,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaben95,Benefits receiving now: respondent other state benefit,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaben96,Benefits receiving now: respondent none of these,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenmuc,Benefits receiving now: respondent Universal Credit (merged),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenmis,Benefits receiving now: respondent Income Support (merged),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenmpc,Benefits receiving now: respondent Pension Credit (merged),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenmtc,Benefits receiving now: respondent Working Tax Credit (merged),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenmja,Benefits receiving now: respondent Jobseeker's Allowance (merged),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenmga,Benefits receiving now: respondent Guardian's Allowance (merged),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenmwp,Benefits receiving now: respondent Widow or Bereavement Allowance/pension (merge,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenmcb,Benefits receiving now: respondent Child Benefit (merged),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenmcc,Benefits receiving now: respondent Child Tax Credit (merged),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenmec,Benefits receiving now: respondent 50+ employment credit (merged),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenm85,Benefits receiving now: respondent other answer - not codeable (merged),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenm86,Benefits receiving now: respondent irrelevant answer - not codeable (merged),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iabenm96,Benefits receiving now: respondent none of these,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iat23,Benefit block type-Current Universal Credit (respondent),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iap23,Current Universal Credit (respondent): period code,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23,Current Universal Credit (respondent): amount received,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23wl,Wkly current Universal Credit (respondent) - bracket min value (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23wu,Wkly current Universal Credit (respondent) - bracket max value (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23we,Wkly current Universal Credit (respondent) - bracket entry point (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23wr,Wkly current Universal Credit (respondent) - bracket result (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23fl,Fnightly current Universal Credit (respondent) - bracket min value (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23fu,Fnightly current Universal Credit (respondent) - bracket max value (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23fe,Fnightly current Universal Credit (respondent) - bracket entry point (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23fr,Fnightly current Universal Credit (respondent) - bracket result (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23ml,Mnthly current Universal Credit (respondent) - bracket min value (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23mu,Mnthly current Universal Credit (respondent) - bracket max value (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23me,Mnthly current Universal Credit (respondent) - bracket entry point (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23mr,Mnthly current Universal Credit (respondent) - bracket result (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23yl,Annual current Universal Credit (respondent) - bracket min value (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23yu,Annual current Universal Credit (respondent) - bracket max value (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23ye,Annual current Universal Credit (respondent) - bracket entry point (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23yr,Annual current Universal Credit (respondent) - bracket result (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23ol,Oth pd current Universal Credit (respondent) - bracket min value (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23ou,Oth pd current Universal Credit (respondent) - bracket max value (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23oe,Oth pd current Universal Credit (respondent) - bracket entry point (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa23or,Oth pd current Universal Credit (respondent) - bracket result (iaa23),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iat24,Benefit block type-Current Income Support (respondent),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iap24,Current Income Support (respondent): period code,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24,Current Income Support (respondent): amount received,2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24wl,Wkly current Income Support (respondent) - bracket min value (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24wu,Wkly current Income Support (respondent) - bracket max value (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24we,Wkly current Income Support (respondent) - bracket entry point (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24wr,Wkly current Income Support (respondent) - bracket result (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24fl,Fnightly current Income Support (respondent) - bracket min value (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24fu,Fnightly current Income Support (respondent) - bracket max value (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24fe,Fnightly current Income Support (respondent) - bracket entry point (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24fr,Fnightly current Income Support (respondent) - bracket result (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24ml,Mnthly current Income Support (respondent) - bracket min value (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24mu,Mnthly current Income Support (respondent) - bracket max value (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24me,Mnthly current Income Support (respondent) - bracket entry point (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
iaa24mr,Mnthly current Income Support (respondent) - bracket result (iaa24),2022-03-17 13:23:55.683,wave_9_elsa_data_eul_ia2_v0001_20211101
