variable_name,value_value,value_label,avail_from_dt,table_name
perid,-9,Refused,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
perid,-8,Don't know,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
perid,-1,Not applicable,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,-9,Refused,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,-8,Don't know,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,-1,Not applicable,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,1,January,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,2,February,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,3,March,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,4,April,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,5,May,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,6,June,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,7,July,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,8,August,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,9,September,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,10,October,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,11,November,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
iintdatm,12,December,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exrain,-9,Refused,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exrain,-8,Don't know,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exrain,-1,Not applicable,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exmovha,-9,Refused,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exmovha,-8,Don't know,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exmovha,-1,Not applicable,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exlo80,-9,Refused,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exlo80,-8,Don't know,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exlo80,-1,Not applicable,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exlo90,-9,Refused,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exlo90,-8,Don't know,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exlo90,-1,Not applicable,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expw,-9,Refused,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expw,-8,Don't know,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expw,-1,Not applicable,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expwf,-9,Refused,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expwf,-8,Don't know,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expwf,-1,Not applicable,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expw70,-9,Refused,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expw70,-8,Don't know,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expw70,-1,Not applicable,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expw70f,-9,Refused,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expw70f,-8,Don't know,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
expw70f,-1,Not applicable,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exhlim,-9,Refused,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exhlim,-8,Don't know,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
exhlim,-1,Not applicable,2021-12-27 21:20:40.377,wave_9_elsa_data_eul_ex_v0001_20211101
